American Amber Red Ale
American Blonde Ale
American IPA
American Pale Lager
Belgian Pale Ale
Bière de Champagne Bière Brut
Bière de Garde
California Common Steam Beer
Chile Beer
Dortmunder Export Lager
English Pale Ale
English Pale Mild Ale
Euro Pale Lager
German Pilsener
Gose
Hefeweizen
Japanese Rice Lager
Kölsch
Kristalweizen
Maibock Helles Bock
Munich Helles Lager
Saison Farmhouse Ale
Witbier
